Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
6289,"22.4256139, 72.8840395","C/O. The Excellent English Medium School Complex, At. Vahera, Borsad",Sharddha Hospital,0,0,0,"C/O. The Excellent English Medium School Complex, At. Vahera, Borsad",Gujarat,Anand,0,388540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6290,"22.4171034, 72.896708",Borsad,Shishu Mangal Hospital,0,0,0,Borsad,Gujarat,Anand,0,388540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6291,"22.4171034, 72.896708","Manglam,OppositeBaliyadev Mandir, Borsad,:Anand",Shree Datt General Hospital,0,0,0,"Manglam ,OppositeBaliyadev Mandir, Borsad,:Anand",Gujarat,Anand,0,388540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6292,NA,"Sardar Chowk, S.T Bus Stand, Borsad",Unity General Hospital,0,0,0,"Sardar Chowk, S.T Bus Stand, Borsad",Gujarat,Anand,0,388540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6293,NA,Suryamandir Road,Vyom Ent Hospital,0,0,0,Suryamandir Road,Gujarat,Anand,0,388540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6294,"22.3438474, 72.8332695",Ras,CHC Ras,0,0,0,Ras,Gujarat,Anand,0,388570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6295,"22.3261603, 72.6219437","Bethak Road, Near Lal Darwaja, Khambat",Cambay General Hospital,0,0,0,"Bethak Road, Near Lal Darwaja, Khambat",Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6296,"22.3308288, 72.6234847","Bethak Road, Khambhat",Cardiac Care Center,0,0,0,"Bethak Road, Khambhat",Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6297,"22.3262893, 72.6297155",Khambhat,CHC Khambhat,0,0,0,Khambhat,Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6298,NA,"Power House Road,Khambhat",Chintan Hospital,0,0,0,"Power House Road,Khambhat",Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6299,NA,"Near Dave Hospital, Khambhat",Dr. Ankur Raval Hospital,0,0,0,"Near Dave Hospital, Khambhat",Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6300,NA,"Doctors`S Campus, Station Road, Khambhat",Gargi Ortho. Hospital,0,0,0,"Doctors`S Campus, Station Road, Khambhat",Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6301,NA,"Doctor`S Campus, Station Road, Khambhat",Kusum Children Hospital,0,0,0,"Doctor`S Campus, Station Road, Khambhat",Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6302,NA,"Near Sardar Tower, Khambhat",L.B Rao Maternity Hospital,0,0,0,"Near Sardar Tower, Khambhat",Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6303,NA,"Station Road, Khambhat",Manish Surgical Hospital,0,0,0,"Station Road, Khambhat",Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6304,"22.3213797, 72.6262791","Near S T Stand, Cambay, Khambhat",Nirmal Orthopaedic Hospital,0,0,0,"Near S T Stand, Cambay, Khambhat",Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6305,NA,"F/904/2, Hariom,Saifee Baug,Nr.Tin Batti",Sanjivani Hospital,0,0,0,"F/904/2, Hariom,Saifee Baug,Nr.Tin Batti",Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6306,"22.3180817, 72.6189845",Khambhat,Shakti Children Hospital,0,0,0,Khambhat,Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6307,"22.3308288, 72.6234847","Bethak Road,Khambhat",Shri Maneklal Mohanlal Parikh Cardiac Care Centre,0,0,0,"Bethak Road,Khambhat",Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6308,"22.3180817, 72.6189845",Khambhat,Smt.Lilavatiben Bhagwatilal Rao General Hospital,0,0,0,Khambhat,Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6309,NA,"Doctors Campus, Station Road, Khambhat",Vira Hospital,0,0,0,"Doctors Campus, Station Road, Khambhat",Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6310,"22.3180817, 72.6189845","Dhokalkui, Khambhat",Vishrut Surgical Hospital,0,0,0,"Dhokalkui, Khambhat",Gujarat,Anand,0,388620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,482
6311,"24.174051, 72.4330989",Near Railway Bridge Doctor House Area Palanpur,Aarti Hospital and Maternity Home,0,0,0,Near Railway Bridge Doctor House Area Palanpur,Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6312,"24.174051, 72.4330989","Doctor House, Nr.Railwaybridge, Palanpur",Aastha Ortho and Fracture Hospital,0,0,0,"Doctor House, Nr.Railwaybridge, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6313,"24.174051, 72.4330989","Near Railway Overbridge, Doctor House, Palanpur",Aastha Orthopaedic Hospital,0,0,0,"Near Railway Overbridge, Doctor House, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6314,"24.174051, 72.4330989","Near-Kirti Stambh, Cross Road, Palanpur",Abha Eyes Hospital,0,0,0,"Near-Kirti Stambh, Cross Road, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6315,"24.174051, 72.4330989",57 Balram Soc Nr Railway Bridge Near Mangalm City Scan Shahibag Palanpur,Aman Phaco Surgery,0,0,0,57 Balram Soc Nr Railway Bridge Near Mangalm City Scan Shahibag Palanpur,Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6316,NA,"1St Floor,Sagar Hospital Dr. Amrutbhai A.Patel",Arti Hospital and Maternity Home,0,0,0,"1St Floor,Sagar Hospital Dr. Amrutbhai A.Patel",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6317,"24.174051, 72.4330989","Aashirwad Hospital Building,Nr.Railwaybridge,Shahibaug,Palanpur","Ashirwad Hospital,Banaskantha",0,0,0,"Aashirwad Hospital Building,Nr.Railwaybridge,Shahibaug,Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6318,"24.174051, 72.4330989",Dctor House Near Railway Bridge Palanpur,Astha Orthopaedic and Fracturehospital,0,0,0,Dctor House Near Railway Bridge Palanpur,Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6319,"24.174051, 72.4330989","Gathaman Gate, Near Wafur Tank, Palanpur",Avm Surgical Hospital,0,0,0,"Gathaman Gate, Near Wafur Tank, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6320,"24.174051, 72.4330989","Doctor House, Nr.Railway Overbridge, Palanpur",Bavishi Hospital,0,0,0,"Doctor House, Nr.Railway Overbridge, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6321,"24.174051, 72.4330989","Civil Hospital, Palanpur",Civil Hospital,0,0,0,"Civil Hospital, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6322,"21.2041104, 72.8412563","Nr.Railwaybridge, Palanpur",Desai Hospital,0,0,0,"Nr.Railwaybridge, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6323,"24.174051, 72.4330989","Shantisadan Complex, Kirtisthambh, Palanpur",Dharti Hospital- Palanpur,0,0,0,"Shantisadan Complex, Kirtisthambh, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6324,"24.174051, 72.4330989",Palanpur,Female Hospital,0,0,0,Palanpur,Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6325,"24.174051, 72.4330989","Nr. Aroma Circle, Highway Char Rasta, Palanpur",Guru Orthopeadic Hospital,0,0,0,"Nr. Aroma Circle, Highway Char Rasta, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6326,"24.1717485, 72.4350053","OppositeDistrict Panchayat Quatas, Gathaman Darwaja, Amir Road, Palanpur",Isha Heart and Medical Hospital,0,0,0,"OppositeDistrict Panchayat Quatas, Gathaman Darwaja, Amir Road, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6327,"24.1594553, 72.4058875","Near Petrol Pump, Gathaman Gate, Palanpur",Jain Children and Surgical Hospital,0,0,0,"Near Petrol Pump, Gathaman Gate, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6328,"21.2049118, 72.839214","Near Railway Station, Palanpur",Jay Eye Hospital,0,0,0,"Near Railway Station, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6329,"24.174051, 72.4330989","Nr. Doctor House, Nr. Railway Bridge, Palanpur",Jeevandeep Children Hospital,0,0,0,"Nr. Doctor House, Nr. Railway Bridge, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6330,"24.1594553, 72.4058875","Gathaman Gate, Palanpur",Joshi Hospital - Palanpur,0,0,0,"Gathaman Gate, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6331,"24.174051, 72.4330989","Madhav Chember, Girdhar Patel Marg, Gurunanak Chowk, Palanpur",Karnavat Sugical Hospital,0,0,0,"Madhav Chember, Girdhar Patel Marg, Gurunanak Chowk, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6332,"24.174051, 72.4330989","Nr.Rly Bridge, Above Meeta Hospital, Palanpur",Kidney Care Hospital,0,0,0,"Nr.Rly Bridge, Above Meeta Hospital, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6333,"24.174051, 72.4330989","Ramlila Ground Road, Nr.Gurunank Chowk, Nr.Railwaybridge, Palanpur",Kosha E N T Hospital,0,0,0,"Ramlila Ground Road, Nr.Gurunank Chowk, Nr.Railwaybridge, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6334,NA,"Nr.Gaytri Temple, Gulbani Nagar, Old S.T.Station Road",Krishna Hospital and Prasuti Gruh,0,0,0,"Nr.Gaytri Temple, Gulbani Nagar, Old S.T.Station Road",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6335,"24.159609, 72.4326297","Gobri Road, Palanpur",Lions Club Of Charitable Trust,0,0,0,"Gobri Road, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6336,"24.174051, 72.4330989","Second Floor,Above Meeta Hospital,Nr.Railway Bridge,Palanpur",Mahek Ent Hospital,0,0,0,"Second Floor,Above Meeta Hospital,Nr.Railway Bridge,Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6337,"24.174051, 72.4330989","Vikar Commercial Center, Kirtistabh, Palanpur",Mahesh Eye Hospital,0,0,0,"Vikar Commercial Center, Kirtistabh, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6338,"24.174051, 72.4330989","Nr.Balaram Society, Overbridge, Palanpur",Meeta Hospital,0,0,0,"Nr.Balaram Society, Overbridge, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6339,"24.174051, 72.4330989","Kirti Chamber, First Floor, Opp-Taluka Panchayat, Kirtistambh Road, Palanpur",Naval Hospital,0,0,0,"Kirti Chamber, First Floor, Opp-Taluka Panchayat, Kirtistambh Road, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6340,"21.2041104, 72.8412563","Near Railway Bridhe, Palanpur",Navdeep Hospital,0,0,0,"Near Railway Bridhe, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6341,"24.174051, 72.4330989","Pataleshwar Complex, Kirtistambh, Nr.Primary School, Palanpur.",Nikhar Surgical Hospital,0,0,0,"Pataleshwar Complex, Kirtistambh, Nr.Primary School, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6342,"24.1721621, 72.4372801","Delhi Gate, Palanpur",Palanpur Female Hospital,0,0,0,"Delhi Gate, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6343,"24.174051, 72.4330989","Near Railway Overbridge, Shahibag, Palanpur",Parth Orthopaedic Hospital,0,0,0,"Near Railway Overbridge, Shahibag, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6344,"24.174051, 72.4330989",Gathaman Gate Suresh Mehta Cross Road Palanpur,Pruthvi Hospital,0,0,0,Gathaman Gate Suresh Mehta Cross Road Palanpur,Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6345,NA,"Off Sindhi Colony, Guru Nanak Chowk",Ruchi Heart and Medical Hospital,0,0,0,"Off Sindhi Colony, Guru Nanak Chowk",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6346,"24.174051, 72.4330989","Paulomi House, Nr Rlyway Bridge, Palanpur",Saarthi Surgical Hospital and Endoscopy Centre,0,0,0,"Paulomi House, Nr Rlyway Bridge, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6347,"24.174051, 72.4330989","Doctor House, Nr.Railwaybridge, Palanpur",Sagar Orthopaedic Hospital,0,0,0,"Doctor House, Nr.Railwaybridge, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6348,"24.174051, 72.4330989","Doctorhouse, Nr.Railwaybridge, Palanpur",Sanghavi Hospital,0,0,0,"Doctorhouse, Nr.Railwaybridge, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6349,"24.174051, 72.4330989","Second Floor, Prabhuprem Building, Above Neha Sonography, Palanpur",Sanjeevani Surgical Hospital,0,0,0,"Second Floor, Prabhuprem Building, Above Neha Sonography, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6350,NA,"Paulomi House,Near Railway Bridge",Sarathi Multi Speciality Hospital Pvt. Ltd.,0,0,0,"Paulomi House,Near Railway Bridge",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6351,"24.174051, 72.4330989","Near Kirtistambh, Palanpur",Shah Heart and Medical Hospital,0,0,0,"Near Kirtistambh, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6352,"24.174051, 72.4330989","Nr.Railwaybridge,OppositeRamlila Ground,Palanpur",Shivam Heart Care Hospital,0,0,0,"Nr.Railwaybridge,OppositeRamlila Ground,Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6353,"24.1594553, 72.4058875","Gathaman Gate, Palanpur",Shree Tmsj and Shah Mm Eye Hospital,0,0,0,"Gathaman Gate, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6354,"24.159609, 72.4326297","Arvind Marg, Gobri Road, Palanpur",Shubh Jayanti Lions Orthopaedic Hospital,0,0,0,"Arvind Marg, Gobri Road, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6355,"24.174051, 72.4330989","Dr.Girdhar Patel Marg, Gurunanak Chowk, Palanpur","Suraj Hospital, Banaskantha",0,0,0,"Dr.Girdhar Patel Marg, Gurunanak Chowk, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6356,"24.174051, 72.4330989","Balaram Society, Near Docter House, Beside Railway Bridge, Palanpur",Sushrut Surgical Hospital,0,0,0,"Balaram Society, Near Docter House, Beside Railway Bridge, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6357,"24.174051, 72.4330989",2Nd Floor Above Sanghavi Hospital Doctor House Beside Railway Overbridge Palanpur,Unnati E N T Hospital,0,0,0,2Nd Floor Above Sanghavi Hospital Doctor House Beside Railway Overbridge Palanpur,Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6358,"24.174051, 72.4330989","Gurusadan, Nr.Lic Office, Jagana Road, Palanpur",Upvan Hospital and Laparoscopy Center,0,0,0,"Gurusadan, Nr.Lic Office, Jagana Road, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6359,"24.174051, 72.4330989","Umiyadeep Building, Second Floor, Gurunanak Chowk, Palanpur",Usha Surgical Hospital,0,0,0,"Umiyadeep Building, Second Floor, Gurunanak Chowk, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6360,"24.1717485, 72.4350053","OppositeDistrict Panchayat Quatas, Gathaman Darwaja, Amir Road, Palanpur",Vatsalya Maternity and Gynaec Hospital,0,0,0,"OppositeDistrict Panchayat Quatas, Gathaman Darwaja, Amir Road, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6361,"24.1721621, 72.4372801",Delhi Gate Palanpur,Zaveri Mangalji Vamalshi Dispensary andShree L.L.Parikh and Shri C.L.Parikh Hospital,0,0,0,Delhi Gate Palanpur,Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6362,"24.174051, 72.4330989","OppositeDoctor House, Nr.Railway Bridge, Palanpur",Zudal Surgical and Gynec Hospital,0,0,0,"OppositeDoctor House, Nr.Railway Bridge, Palanpur",Gujarat,Banas kantha,0,385001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6363,NA,"Taluka-Danta, District-B'kantha","Mahavir Hospital, Banaskantha",0,0,0,"Taluka-Danta, District-B'kantha",Gujarat,Banas kantha,0,385120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6364,NA,"Shivaji Estate, Station Road, Dhanera",Kesharba Hospital,0,0,0,"Shivaji Estate, Station Road, Dhanera",Gujarat,Banas kantha,0,385310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6365,NA,"1St Floor, Hariom Shopping Center, Station Road, Dhanera",Kiranraj Hospital and Maternity Pvt. Ltd,0,0,0,"1St Floor, Hariom Shopping Center, Station Road, Dhanera",Gujarat,Banas kantha,0,385310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6366,NA,"Opposite Banas Dairy, Deesa Road, Dhanera",Mangal Multi Speciality Hospital,0,0,0,"Opposite Banas Dairy, Deesa Road, Dhanera",Gujarat,Banas kantha,0,385310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
6367,NA,"Highway, Near Hanuman Temple, Three Roads, Dhanera",Prerana Heart and Medical Hospital,0,0,0,"Highway, Near Hanuman Temple, Three Roads, Dhanera",Gujarat,Banas kantha,0,385310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,469
